,場所,市区町村,場所補足,設置タイプ,状況,sector,sub6,ミリ波,eNB-LCID,PCI,緯度,経度,color,icon
437,宇和島市津島町上畑地,宇和島市,畑地公民館,コン柱,open,2,,,"737380-8,9","233,232",33.08906352,132.5133152,green,signal
438,宇和島市津島町北灘,宇和島市,,コン柱,open,2,,,"737388-4,5","14,12",33.11438774,132.4710025,green,signal
439,宇和島市保手四丁目,宇和島市,,コン柱,open,2,,,"737341-1,2","105,107",33.21370057,132.54892,green,signal
440,宇和島市保田,宇和島市,,コン柱,open,3,,,"737345-4,5,6","274,275,273",33.18759502,132.5450135,green,signal
441,宇和島市坂下津,宇和島市,,コン柱,open,3,,,"737341-4,5,6","209,208,207",33.22034485,132.5476319,green,signal
442,宇和島市津島町高田②,宇和島市,,コン柱,open,3,,,"737420-1,2,3","199,200,198",33.120426,132.518774,green,signal
443,宇和島市下波,宇和島市,,コン柱,open,3,,,"737422-7,8,9","152,150,151",33.16783,132.45624,green,signal
444,宇和島市遊子③,宇和島市,,コン柱,close,,,,,,33.20647,132.45694,red,remove
445,宇和島市吉田町本町,宇和島市,,コン柱,open,3,,,"737424-6,7,8","78,79,80",33.275844,132.541476,green,signal
446,宇和島市妙典寺前,宇和島市,,コン柱,open,3,,,"737296-7,8,9","248,247,246",33.21171,132.56495,green,signal
447,宇和島市丸穂町一丁目,宇和島市,,コン柱,open,3,,,"737296-10,11,12","60,61,62",33.2240944,132.5732436,green,signal
448,宇和島市吉田町浅川,宇和島市,,コン柱,close,,,,,,33.264665,132.526537,red,remove
449,宇和島市吉田町南君②,宇和島市,,コン柱,close,,,,,,33.263628,132.513819,red,remove
450,宇和島市吉田町奥浦,宇和島市,,コン柱,close,,,,,,33.271461,132.479783,red,remove
451,宇和島市蕨,宇和島市,,コン柱,close,,,,,,33.1953211,132.5069746,red,remove
452,宇和島市小浜,宇和島市,,コン柱,open,1,,,737427-3,342,33.2049952,132.505668,green,signal
453,宇和島市石応,宇和島市,,コン柱,close,,,,,,33.213738,132.52406,red,remove
454,八幡浜市大平,八幡浜市,,コン柱,open,3,,,"737472-4,5,6","372,184,203",33.47129,132.432507,green,signal
455,【5G】八幡浜市舌間,八幡浜市,八幡浜舌間郵便局付近,コン柱,open,3,3,3,"737473-7,8,9","189,280,191",33.444135,132.417742,darkblue,plane
456,【5G】八幡浜市川上町川名津,八幡浜市,,コン柱,open,3,3,3,"737473-10,11,12","214,53,51",33.424905,132.406445,darkblue,plane
457,八幡浜市穴井,八幡浜市,,コン柱,open,2,,,"737503-6,7","249,16",33.39767,132.39684,green,signal
458,八幡浜市保内町磯崎①,八幡浜市,,コン柱,open,3,,,"737500-3,4,5","134,212,211",33.542691,132.416217,green,signal
459,八幡浜市保内町宮内①,八幡浜市,,コン柱,open,3,,,"737472-10,11,12","91,90,92",33.493028,132.397144,green,signal
460,八幡浜市松柏,八幡浜市,,コン柱,open,3,,,"737470-4,5,6","174,176,175",33.461973,132.44236,green,signal
461,八幡浜市保内町川之石,八幡浜市,,コン柱,open,3,,,"737472-7,8,9","322,317,216",33.476589,132.395549,green,signal
462,八幡浜市真網代,八幡浜市,,コン柱,open,2,,,"737503-4,5","74,73",33.414014,132.395678,green,signal
463,【5G】八幡浜市若山,八幡浜市,,コン柱,open,3,1,2,"737472-1,2,3","185,184,183",33.422639,132.459281,darkblue,plane
464,【5G】八幡浜市郷,八幡浜市,,コン柱,open,3,1,3,"737473-1,2,3","76,75,77",33.465077,132.465431,darkblue,plane
465,八幡浜市保内町宮内②,八幡浜市,ローソン八幡浜保内町宮内店,コン柱,close,,,,,,33.48730993,132.3983857,red,remove
466,八幡浜市日土町①,八幡浜市,,コン柱,ready,2,,,,,33.493641,132.417155,orange,wrench
467,八幡浜市日土町②,八幡浜市,,コン柱,close,,,,,,33.499261,132.427007,red,remove
468,八幡浜市布喜川,八幡浜市,,コン柱,open,3,,,"737474-6,7,8","370,371,369",33.427868,132.441296,green,signal
469,八幡浜市保内町喜木,八幡浜市,,コン柱,close,3,,,,,33.485999,132.411611,red,remove
470,八幡浜市北浜,八幡浜市,,コン柱,open,3,,,"737475-5,6,7","239,237,344",33.461923,132.421504,green,signal
471,大洲市新谷①,大洲市,ローソン大洲松ケ花店,コン柱,open,3,,,"737545-4,5,6","154,153,153",33.533239,132.582337,green,signal
472,大洲市八多喜町,大洲市,ローソン大洲八多喜店,コン柱,open,3,,,"737444-1,2,3","317,315,67",33.563343,132.539736,green,signal
473,大洲市春賀①,大洲市,楽天付近,コン柱,open,3,,,"737444-4,5,6","91,183,92",33.5502219,132.55654,green,signal
474,【5G】大洲市新谷②,大洲市,ローソン大洲新谷室戸店付近,コン柱,open,3,1,3,"737544-9,10,11","210,211,212",33.534982,132.599293,darkblue,plane
475,大洲市菅田町菅田①,大洲市,ローソン大洲菅田店・ユニペトすげたバイパスSS,コン柱,open,3,,,"737543-7,8,9","35,33,34",33.509924,132.584769,green,signal
476,大洲市平野町野田①,大洲市,ローソン大洲平野店,コン柱,open,2,,,"737447-6,7","46,47",33.490228,132.516106,green,signal
477,【5G】大洲市白滝,大洲市,伊予白滝駅,コン柱,open,3,1,3,"737446-4,5,6","265,264,266",33.57868477,132.5266381,darkblue,plane
478,大洲市長浜町沖浦,大洲市,,コン柱,open,2,,,"737501-5,6","370,371",33.605076,132.482312,green,signal
479,【5G】大洲市東大洲①,大洲市,,コン柱,open,3,1,3,"737543-10,11,12","322,321,323",33.520152,132.568938,darkblue,plane
480,大洲市長浜,大洲市,米川医院屋上,屋上,open,3,,,"737501-7,8,9","295,114,65",33.61361,132.481163,green,signal
481,大洲市長浜町櫛生,大洲市,,コン柱,close,,,,,,33.574256,132.442079,red,remove
482,大洲市長浜町出海,大洲市,,コン柱,open,2,,,"737500-1,2","153,313",33.558641,132.434222,green,signal
483,大洲市長浜町下須戒,大洲市,,コン柱,open,3,,,"737500-6,7,8","222,224,223",33.592029,132.495447,green,signal
484,大洲市西大洲,大洲市,,コン柱,open,3,,,"737445-7,8,9","364,99,287",33.504134,132.525854,green,signal
485,大洲市阿蔵①,大洲市,,コン柱,close,,,,,,33.5085865,132.5361288,red,remove
486,大洲市五郎①,大洲市,,コン柱,open,3,,,"737445-1,2,3","344 ,31, 66",33.5267761,132.552374,green,signal
487,大洲市柚木,大洲市,,コン柱,open,3,,,"737443-3,4,5","219,220,221",33.5026598,132.5485096,green,signal
488,大洲市若宮①,大洲市,,コン柱,open,3,,,"737447-1,2,3","227,226,225",33.5200263,132.5457305,green,signal
489,大洲市東大洲②,大洲市,,コン柱,open,3,,,"737544-6,7,8","281,280,279",33.522499,132.578933,green,signal
490,大洲市東大洲③,大洲市,,コン柱,open,3,,,"737447-8,9,10","360,19,310",33.5168537,132.5564834,green,signal
491,【5G】大洲市徳森,大洲市,,コン柱,open,3,1,3,"737543-4,5,6","204,206,206",33.525236,132.584388,darkblue,plane
492,大洲市菅田町菅田②,大洲市,,コン柱,open,3,,,"737544-3,4,5","19,20,18",33.517235,132.588037,green,signal
493,大洲市北只①,大洲市,,コン柱,open,2,,,"737446-7,8","127,128",33.4901125,132.5437835,green,signal
494,大洲市阿蔵②,大洲市,,コン柱,open,3,,,"737445-10,11,12","348,301,167",33.5086908,132.5289546,green,signal
495,大洲市東大洲④,大洲市,,コン柱,open,3,,,"737545-1,2,3","158,157,157",33.530523,132.573205,green,signal
496,大洲市若宮②,大洲市,,コン柱,close,,,,,,33.5264088,132.5615009,red,remove
497,大洲市上須戒,大洲市,,コン柱,open,2,,,"737446-9,10","213,214",33.5355148,132.5033032,green,signal
498,大洲市五郎②,大洲市,,コン柱,open,3,,,"737445-4,5,6","224,147, 217",33.535655,132.560286,green,signal
499,大洲市肱川町山鳥坂,大洲市,,コン柱,open,2,,,"737447-4,5","195,196",33.456563,132.685509,green,signal
500,大洲市平野町野田②,大洲市,,コン柱,open,3,,,"737444-7,8,9","52,96,98",33.47756,132.501363,green,signal
501,大洲市春賀②,大洲市,,コン柱,close,,,,,,33.563244,132.554939,red,remove
502,大洲市北只②,大洲市,,コン柱,open,3,,,"737449-1,2,3","237,239,238",33.493821,132.546543,green,signal
503,大洲市平野町野田③,大洲市,,コン柱,open,3,,,"737444-10,11,12","282,283,284",33.495672,132.518556,green,signal
504,西予市野村町野村①,西予市,,コン柱,open,3,,,"737394-1,2,3","240,241,242",33.3786863,132.652318,green,signal
505,【5G】西予市宇和町明間,西予市,,コン柱,open,2,1,2,"737390-1,2","191,190",33.3469288,132.5842119,darkblue,plane
506,西予市城川町高野子,西予市,高川郵便局付近,コン柱,open,3,,,"737355-9,10,11","327,328,329",33.363006,132.797986,green,signal
507,西予市城川町魚成,西予市,町内集会所付近,コン柱,ready,3,,,,,33.375929,132.70717,orange,wrench
508,西予市野村町野村②,西予市,野村郵便局付近,コン柱,open,3,,,"737451-4,5,6","149,147,148",33.376268,132.642175,green,signal
509,【5G】西予市宇和町卯之町二丁目,西予市,卯之町駅付近,コン柱,open,3,1,2,"737524-10,11,12","195,197,196",33.363363,132.509428,darkblue,plane
510,西予市宇和町大江,西予市,,コン柱,open,3,,,"737526-1,2,3","352,351,353",33.408649,132.511602,green,signal
511,西予市宇和町坂戸,西予市,,コン柱,ready,3,,,,,33.396591,132.507087,orange,wrench
512,西予市宇和町伊賀上,西予市,,コン柱,open,3,,,"737385-6,7,8","290,288,289",33.350506,132.514759,green,signal
513,西予市宇和町皆田,西予市,西予郵便局付近,コン柱,open,3,,,"737522-7,8,9","171,173,172",33.349132,132.534561,green,signal
514,西予市宇和町久枝,西予市,,コン柱,open,3,,,"737527-4,5,6","250,251,249",33.364111,132.497049,green,signal
515,【5G】西予市宇和町新城,西予市,,コン柱,open,3,1,3,"737349-6,7,8","188,186,187",33.383049,132.531573,darkblue,plane
516,西予市宇和町明石,西予市,,コン柱,open,3,,,"737388-6,7,8","114,115,116",33.373231,132.528406,green,signal
517,西予市三瓶町二及,西予市,二木生郵便局付近,コン柱,open,2,,,"737503-8,9","298,299",33.3777,132.40331,green,signal
518,西予市三瓶町朝立①,西予市,,コン柱,open,3,,,"737502-9,10,11","150,152,151",33.38345,132.42446,green,signal
519,西予市三瓶町皆江,西予市,,コン柱,close,,,,,,33.3412,132.40961,red,remove
520,西予市明浜町宮野浦,西予市,,コン柱,open,3,,,"737396-9,10,11","213,215,214",33.31343,132.42478,green,signal
521,西予市三瓶町周木,西予市,,コン柱,open,2,,,"737501-3,4","125,124",33.375561,132.389475,green,signal
522,西予市三瓶町長早,西予市,,コン柱,open,2,,,"737501-1,2","321,148",33.369015,132.395273,green,signal
523,西予市城川町土居,西予市,,コン柱,open,2,,,"737339-1,2","241,242",33.386616,132.768916,green,signal
524,西予市宇和町西山田,西予市,,コン柱,open,3,,,"737526-9,10,11","317,315,316",33.375895,132.471887,green,signal
525,西予市宇和町田野中,西予市,,コン柱,open,3,,,"737389-1,2,3","375,376,377",33.40181152,132.5369288,green,signal
526,西予市宇和町岡山,西予市,,コン柱,open,3,,,"737524-4,5,6","192,194,193",33.421753,132.496601,green,signal
527,西予市野村町四郎谷,西予市,,コン柱,open,3,,,"737394-9,10,11","265,264,266",33.386139,132.601646,green,signal
528,西予市野村町高瀬,西予市,,コン柱,open,3,,,"737369-6,7,8","280,279,281",33.41345264,132.6333888,green,signal
529,西予市三瓶町下泊,西予市,,コン柱,open,2,,,"737436-10,11","166,318",33.342443,132.385344,green,signal
530,西予市三瓶町朝立②,西予市,,コン柱,open,2,,,"737500-9,10","14,12",33.389539,132.429291,green,signal
531,【5G】西予市宇和町卯之町四丁目,西予市,,コン柱,open,3,1,3,"737525-4,5,6","269,268,267",33.360469,132.514259,darkblue,plane
532,西予市宇和町清沢,西予市,,コン柱,open,3,,,"737526-4,5,6","95,94,93",33.388228,132.489156,green,signal
533,西予市宇和町稲生,西予市,,コン柱,close,,,,,,33.354913,132.528807,red,remove
534,西予市宇和町下川,西予市,,コン柱,ready,2,,,,,33.341639,132.550117,orange,wrench
535,西予市三瓶町蔵貫,西予市,,コン柱,open,2,,,"737502-4,5","338,336",33.353264,132.428823,green,signal
536,西予市宇和町下松葉,西予市,,コン柱,open,3,,,"737525-10,11,12","133,134,132",33.372055,132.504791,green,signal
537,西予市宇和町上松葉,西予市,,コン柱,open,3,,,"737525-7,8,9","228,230,229",33.384014,132.504301,green,signal
538,西予市宇和町岩木,西予市,,コン柱,open,3,,,"737524-7,8,9","126,127,128",33.396487,132.471276,green,signal
539,喜多郡内子町知清,内子町,,コン柱,open,3,,,"737558-10,11,12","135,136,137",33.550073,132.655978,green,signal
540,喜多郡内子町平岡,内子町,,コン柱,open,3,,,"737558-1,2,3","262,263,261",33.532261,132.660342,green,signal
541,【5G】喜多郡内子町内子,内子町,,コン柱,open,3,1,2,"737557-6,7,8","216,218,217",33.548218,132.64885,darkblue,plane
542,喜多郡内子町川中,内子町,,コン柱,open,3,,,"737482-1,2,3","25,26,24",33.611683,132.686542,green,signal
543,喜多郡内子町内子大久喜甲,内子町,,コン柱,open,3,,,"737557-2,3,4","164,162,163",33.515964,132.664759,green,signal
544,喜多郡内子町立山①,内子町,,コン柱,open,3,,,"737481-8,9,10","244,243,245",33.594314,132.675454,green,signal
545,喜多郡内子町城廻,内子町,,コン柱,open,3,,,"737558-7,8,9","299,297,298",33.561306,132.658279,green,signal
546,喜多郡内子町寺村,内子町,,コン柱,open,3,,,"737449-7,8,9","36,37,38",33.568866,132.791877,green,signal
547,喜多郡内子町大瀬中央,内子町,,コン柱,close,,,,,,33.57455932,132.7135899,red,remove
548,西宇和郡伊方町九町,伊方町,,コン柱,open,3,,,"737473-4,5,6","129,131,130",33.473652,132.307576,green,signal
549,西宇和郡伊方町田部,伊方町,,コン柱,open,3,,,"737369-1,2,3","335,334,156",33.428742,132.17773,green,signal
550,西宇和郡伊方町川之浜①,伊方町,,コン柱,open,2,,,"737369-4,5","54,56",33.426085,132.226943,green,signal
551,西宇和郡伊方町二名津,伊方町,,コン柱,open,2,,,"737361-10,11","258,259",33.40179167,132.1408634,green,signal
552,西宇和郡伊方町正野,伊方町,,コン柱,open,2,,,"737439-7,8","74,72",33.3616,132.048193,green,signal
553,西宇和郡伊方町三机,伊方町,,コン柱,open,3,,,"737429-1,2,3","108,110,109",33.45498847,132.246492,green,signal
554,西宇和郡伊方町湊浦,伊方町,,コン柱,open,2,,,"737475-3,4","13,164",33.486498,132.353711,green,signal
555,西宇和郡伊方町中之浜,伊方町,,コン柱,open,2,,,"737474-4,5","28,27",33.482914,132.364286,green,signal
556,西宇和郡伊方町豊之浦,伊方町,,コン柱,open,2,,,"737440-7,8","277,278",33.473243,132.321936,green,signal
557,西宇和郡伊方町三崎,伊方町,,コン柱,open,2,,,"737452-1,2","374,42",33.390094,132.120437,green,signal
558,【5G】西宇和郡伊方町中浦,伊方町,,コン柱,open,3,1,2,"737474-9,10,11","356,354,217",33.489181,132.345203,darkblue,plane
559,【5G】西宇和郡伊方町河内,伊方町,,コン柱,open,2,1,2,"737475-1,2","35,33",33.495838,132.36964,darkblue,plane
560,北宇和郡松野町大字目黒,松野町,,コン柱,open,3,,,"737416-6,7,8","291,267,268",33.16183023,132.6992434,green,signal
561,【5G】北宇和郡松野町大字豊岡,松野町,,コン柱,open,3,1,2,"737487-8,9,10","107,106,105",33.233669,132.703035,darkblue,plane
562,北宇和郡松野町松丸,松野町,,コン柱,open,3,,,"737485-6,7,8","192,194,193",33.22844,132.70777,green,signal
563,北宇和郡鬼北町大字下鍵山①,鬼北町,日吉郵便局付近,コン柱,open,2,,,"737427-1,2","43,44",33.3362184,132.7934114,green,signal
564,北宇和郡鬼北町大字近永①,鬼北町,,コン柱,open,3,,,"737485-9,10,11","368,367,366",33.256995,132.673463,green,signal
565,北宇和郡鬼北町大字奈良,鬼北町,ファミリーマート鬼北奈良店付近,コン柱,open,3,,,"737461-3,4,5","175,174,176",33.247157,132.673274,green,signal
566,北宇和郡鬼北町大字下大野,鬼北町,下大野郵便局付近,コン柱,open,3,,,"737534-1,2,3","241,240,242",33.306602,132.721582,green,signal
567,北宇和郡鬼北町大字出目,鬼北町,,コン柱,close,,,,,,33.251013,132.703661,red,remove
568,北宇和郡鬼北町大字沢松,鬼北町,,コン柱,open,3,,,"737476-4,5,6","363,365,364",33.270625,132.660025,green,signal
569,【5G】北宇和郡鬼北町大字小倉,鬼北町,泉郵便局付近,コン柱,open,3,1,2,"737485-1,2,3","102,367,104",33.27744,132.71993,darkblue,plane
570,北宇和郡鬼北町大字吉波,鬼北町,,コン柱,close,,,,,,33.271894,132.632776,red,remove
571,北宇和郡鬼北町大字下鍵山②,鬼北町,道の駅日吉夢産地付近,コン柱,open,2,,,"737459-7,8","243,245",33.329938,132.799157,green,signal
572,【5G】北宇和郡鬼北町大字清水,鬼北町,,コン柱,open,3,1,3,"737388-9,10,11","41,40,39",33.3030112,132.688943,darkblue,plane
573,北宇和郡鬼北町大字小松,鬼北町,,コン柱,open,3,,,"737534-4,5,6","347,345,346",33.308564,132.742157,green,signal
574,北宇和郡鬼北町大字近永②,鬼北町,,コン柱,open,3,,,"737486-4,5,6","60,61,62",33.257405,132.684035,green,signal
575,北宇和郡鬼北町大字延川,鬼北町,,コン柱,open,3,,,"737401-1,2,3","126,128,340",33.29988361,132.7452832,green,signal
576,南宇和郡愛南町御荘深泥,愛南町,深泥集会所,コン柱,open,3,,,"737339-6,7,8","257,255,256",32.957368,132.542157,green,signal
577,南宇和郡愛南町御荘平城③,愛南町,,コン柱,open,3,,,"737336-10,11,12","277,276,278",32.962588,132.564781,green,signal
578,南宇和郡愛南町久良,愛南町,,コン柱,open,2,,,"737339-9,10","288,289",32.939366,132.553245,green,signal
579,南宇和郡愛南町城辺甲①,愛南町,南宇和病院付近,コン柱,open,3,,,"737337-10,11,12","51,194,52",32.962676,132.585012,green,signal
580,南宇和郡愛南町御荘平城①,愛南町,ローソン愛南町御荘平城店,コン柱,open,3,,,"737383-4,5,6","71,69,70",32.965683,132.550687,green,signal
581,南宇和郡愛南町御荘平城②,愛南町,長州園地,コン柱,open,3,,,"737387-8,9,10","283,284,282",32.968995,132.544405,green,signal
582,南宇和郡愛南町城辺甲②,愛南町,,コン柱,open,3,,,"737407-4,5,6","354,355,356",32.960264,132.575333,green,signal
583,南宇和郡愛南町城辺甲③,愛南町,,コン柱,ready,3,,,,,32.953284,132.572527,orange,wrench
584,南宇和郡愛南町船越,愛南町,Yショップ西海,コン柱,close,,,,,,32.94840907,132.5045841,red,remove
585,南宇和郡愛南町緑乙,愛南町,,コン柱,open,3,,,"737413-6,7,8","59,58,57",32.971065,132.597354,green,signal
586,南宇和郡愛南町深浦,愛南町,,コン柱,open,3,,,"737419-4,5,6","65,64,63",32.946335,132.590326,green,signal
587,【5G】南宇和郡愛南町柏,愛南町,,コン柱,open,3,1,3,"737416-9,10,11","164,162,163",33.017047,132.498389,darkblue,plane
588,西予市三瓶町津布理,西予市,三瓶中学校,屋上,open,3,,,"737502-6,7,8","220,219,221",33.378178,132.425498,green,signal
589,松山市鴨川二丁目,松山市,,コン柱,open,3,,,"737287-7,8,9","49,50,48",33.87433126,132.7503381,green,signal
590,松山市安城寺町②,松山市,,コン柱,open,3,,,"737442-4,5,6","343,218,273",33.88114974,132.7406504,green,signal
591,松山市富久町②,松山市,,コン柱,open,3,,,"737405-10,11,12","36,233,280",33.821387,132.733207,green,signal
592,【衛星】上浮穴郡久万高原町二名,久万高原町,,衛星,open,3,,,"742246-1
742247-1
742248-1","333,331,330",33.639799,132.853682,green,globe
593,東温市牛渕,東温市,,屋上,open,3,,,"737427-6,7,8","41,40,39",33.797706,132.84682,green,signal
594,【ピコセル】東温市樋口②,東温市,,ピコセル,open,1,,,752280-2,383,33.80648048,132.88085,green,folder-close
595,大洲市新谷③,大洲市,,コン柱,open,2,,,"737544-1,2","41,40",33.531886,132.623181,green,signal
596,西条市小松町大頭,西条市,,コン柱,open,1,,,737528-8,40,33.882045,133.07766,green,signal
597,伊予市米湊③,伊予市,,コン柱,open,3,,,"737481-3,4,5","272,270,373",33.751798,132.70042,green,signal
598,伊予市稲荷,伊予市,,コン柱,close,0,,,,,33.743157,132.713463,red,remove
599,【衛星】喜多郡内子町臼杵,内子町,,衛星,open,1,,,742206-1,1,33.620063,132.805468,green,globe
600,西条市氷見丁,西条市,,コン柱,close,,,,,,33.88378617,133.1289821,red,remove
601,西条市黒瀬乙,西条市,,コン柱,open,3,,,"737433-7,8,9","211,-,42",33.88650319,133.172296,green,signal
602,【ピコセル】東温市横河原,東温市,,ピコセル,open,1,,,752280-3,398,33.80210222,132.8825876,green,folder-close
603,西条市周布,西条市,ヤマダアウトレット西条店,屋上,open,3,,,"737464-10,11,12","86,177,136",33.917772,133.075609,green,signal
604,西条市小松町新屋敷②,西条市,石鎚山SA,コン柱,open,2,,,"737522-2,3","232,188",33.884417,133.110668,green,signal
605,八幡浜市五反田,八幡浜市,,屋上,open,3,,,"737474-1,2,3","36,37,200",33.445415,132.439712,green,signal
606,八幡浜市保内町喜木津,八幡浜市,,コン柱,close,,,,,,33.5261779,132.3852288,red,remove
607,伊予市中山町中山③,伊予市,,コン柱,open,1,,,737521-10,4,33.644631,132.710133,green,signal
608,松山市余戸南五丁目,松山市,,コン柱,open,3,,,"737438-7,8,9","316,119,180",33.810759,132.724771,green,signal
609,松山市生石町,松山市,,コン柱,open,3,,,"737448-1,2,3","325,179,360",33.830893,132.740673,green,signal
610,四国中央市下川町,四国中央市,,コン柱,open,3,,,"737443-9,10,11","272,131,130",33.997636,133.629083,green,signal
611,【au共用】東温市山之内④,東温市,,au共用,open,1,,,742227-1,1,33.847553,132.910973,green,adjust
612,今治市伯方町木浦②,今治市,JA越智今治伯方支店,屋上,open,3,,,"737452-6,7,8","364,323,223",34.204648,133.116904,green,signal
613,今治市唐子台東二丁目,今治市,唐子台中央公園,コン柱,open,3,,,"737460-7,8,9","76,27,29",34.0303479,133.029325,green,signal
614,喜多郡内子町本川,内子町,廣瀬神社前,コン柱,open,3,,,"737452-9,10,11","322,323,321",33.57368238,132.8264527,green,signal
615,伊予郡松前町大字北黒田②,松前町,義農味噌,屋上,open,3,,,"737531-10,11,12","234,235,83",33.785314,132.703789,green,signal
616,東温市松瀬川③,東温市,松山ゴルフ倶楽部,コン柱,open,3,,,"737469-4,5,6","64,65,339",33.801287,132.927939,green,signal
617,宇和島市寄松,宇和島市,中島鉄工所,コン柱,open,2,,,"737429-6,7","39,237",33.195709,132.537451,green,signal
618,西宇和郡伊方町名取,伊方町,,コン柱,close,,,,,,33.383282,132.147991,red,remove
619,西条市藤之石７号,西条市,,コン柱,open,3,,,"737436-4,5,6","41,40,39",33.846681,133.21624,green,signal
620,今治市上浦町甘崎②,今治市,,コン柱,close,,,,,,34.2457269,133.048193,red,remove
621,北宇和郡鬼北町大字下鍵山③,鬼北町,,コン柱,open,,,,737570-1,4,33.335994,132.800727,green,signal
622,八幡浜市矢野町,八幡浜市,愛媛新聞社南予支社八幡浜,屋上,open,3,,,"737567-7,8,9","375,376,377",33.4572,132.424473,green,signal
623,上浮穴郡久万高原町東明神乙,久万高原町,久万カントリークラブ,コン柱,open,3,,,"737529-5,6,7","39,40,41",33.687503,132.887805,green,signal
624,今治市伯方町伊方,今治市,,コン柱,open,1,,,737470-2,360,34.227672,133.074175,green,signal
625,伊予市三秋,伊予市,,コン柱,close,,,,,,33.72238,132.67993,red,remove
626,喜多郡内子町五十崎甲,内子町,,コン柱,close,,,,,,33.535157,132.636092,red,remove
627,宇和島市高串④,宇和島市,,コン柱,open,2,,,"737343-7,8","23,22",33.262304,132.575456,green,signal
628,西予市宇和町東多田,西予市,,コン柱,open,3,,,"737571-1,2,3","130,129,131",33.425821,132.510835,green,signal
629,西予市野村町野村③,西予市,,コン柱,open,3,,,"737451-7,8,9","105,107,106",33.361536,132.636079,green,signal
630,大洲市肱川町予子林,大洲市,,コン柱,ready,,,,,,33.43603,132.704875,orange,wrench
631,伊予郡松前町北川原,松前町,,コン柱,open,3,,,"737531-7,8,9","346,29,330",33.799564,132.700769,green,signal
632,伊予市大平甲,伊予市,,コン柱,ready,,,,,,33.727739,132.699433,orange,wrench
633,今治市玉川町龍岡上,今治市,,コン柱,ready,,,,,,33.9770115,132.9042184,orange,wrench
634,今治市玉川町長谷？,今治市,,コン柱,close,,,,,,34.0036636,132.9380072,red,remove
635,今治市玉川町龍岡上,今治市,,コン柱,ready,,,,,,33.99259,132.9136,orange,wrench
636,西条市大町③,西条市,,屋上,open,3,,,"737464-4,5,6","212,292,66",33.918085,133.190132,green,signal
637,新居浜市南小松原町,新居浜市,,屋上,open,3,,,"737471-1,2,3","222,11,184",33.971858,133.296065,green,signal
638,喜多郡内子町城廻②,内子町,,コン柱,ready,,,,,,33.575666,132.66713,orange,wrench
639,西宇和郡伊方町塩成,伊方町,,コン柱,ready,,,,,,33.4423314,132.2576056,orange,wrench
640,八幡浜市保内町磯崎②,八幡浜市,,コン柱,open,3,,,"737528-1,2,3","23,21,22",33.538497,132.407338,green,signal
641,八幡浜市産業通,八幡浜市,,屋上,open,3,,,"737569-3,4,5","61,62,213",33.452994,132.432703,green,signal
642,西宇和郡伊方町二見,伊方町,,コン柱,ready,,,,,,33.4728247,132.2765074,orange,wrench
643,西宇和郡伊方町亀浦,伊方町,,コン柱,ready,,,,,,33.5003384,132.330053,orange,wrench
644,西宇和郡伊方町川之浜②,伊方町,,コン柱,ready,,,,,,33.42621543,132.2190377,orange,wrench
645,今治市しまなみの杜,今治市,しまなみアースランド入口看板,コン柱,ready,3,,,,,34.07221374,132.9743337,orange,wrench
646,松山市溝辺町,松山市,湯山郵便局敷地内,コン柱,ready,0,,,,,33.8511832,132.8064496,orange,wrench
647,伊予郡砥部町七折,砥部町,,コン柱,open,1,,,737554-4,23,33.746423,132.759745,green,signal
648,四国中央市川滝町下山②,四国中央市,,コン柱,open,1,,,737475-8,216,33.991514,133.642123,green,signal
649,伊予郡砥部町川登②,砥部町,,コン柱,open,1,,,737556-7,11,33.71774,132.80385,green,signal
650,喜多郡内子町小田,内子町,,コン柱,open,1,,,737522-1,4,33.570481,132.804057,green,signal
651,伊予郡砥部町外山,砥部町,,コン柱,open,1,,,737570-4,1,33.730112,132.769278,green,signal
652,【屋内】松山市藤原二丁目,松山市,楽天モバイルケーズデンキ松山藤原店,屋内,open,1,,,747282-3,404,33.830802,132.757598,green,home
653,伊予郡砥部町宮内③,砥部町,,コン柱,open,3,,,"737558-4,5,6","200,55,174",33.757587,132.79431,green,signal
654,北宇和郡松野町吉野,松野町,,コン柱,open,1,,,737550-5,10,33.22173,132.728053,green,signal
655,伊予市双海町上灘②,伊予市,,コン柱,close,,,,,,33.681452,132.665832,red,remove
656,伊予市双海町上灘③,伊予市,,コン柱,open,1,,,737567-10,90,33.682233,132.645564,green,signal
657,【衛星】西条市丹原町楠窪①,西条市,,衛星,open,1,,,742207-1,1,33.835596,133.038858,green,globe
658,【衛星】西条市丹原町楠窪②,西条市,,衛星,open,1,,,742262-1,2,33.83261,133.049156,green,globe
659,八幡浜市日土町③,八幡浜市,,コン柱,ready,3,,,,,33.5019824,132.4520081,orange,wrench
660,八幡浜市大正町,八幡浜市,せいわ旅館,屋上,open,3,,,"737571-7,8,9","80,78,79",33.457694,132.429944,green,signal
661,伊予市中山町出渕,伊予市,,コン柱,ready,,,,,,33.650708,132.711939,orange,wrench
662,喜多郡内子町立山②,内子町,,コン柱,open,2,,,"737571-6,?","2,-",33.606343,132.678344,green,signal
663,喜多郡内子町立山,内子町,,コン柱,open,,,,737479-10,5,33.602175,132.67269,green,signal
